,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia
20208,Man,18-21,Brazil,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
20209,Man,30-34,Other,Bachelor’s degree,Currently not employed,,
20210,Woman,18-21,India,Master’s degree,Student,,
20211,Woman,25-29,Ghana,Master’s degree,Student,,
20212,Woman,18-21,Russia,Bachelor’s degree,Student,,
20213,Man,35-39,Brazil,Doctoral degree,Research Scientist,Academics/Education,50-249 employees
20214,Man,18-21,United States of America,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees
20215,Man,70+,Argentina,Master’s degree,Other,Academics/Education,0-49 employees
20216,Man,18-21,India,Master’s degree,Currently not employed,,
20217,Man,50-54,United States of America,Doctoral degree,Other,Academics/Education,0-49 employees
20218,Man,18-21,India,Bachelor’s degree,Student,,
20219,Man,22-24,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"1000-9,999 employees"
20220,Woman,18-21,India,Bachelor’s degree,Student,,
20221,Man,25-29,Taiwan,Master’s degree,Data Scientist,Medical/Pharmaceutical,0-49 employees
20222,Man,45-49,Germany,Doctoral degree,Software Engineer,Computers/Technology,250-999 employees
20223,Man,25-29,India,Some college/university study without earning a bachelor’s degree,Data Scientist,Marketing/CRM,0-49 employees
20224,Man,30-34,Poland,No formal education past high school,Currently not employed,,
20225,Man,45-49,Turkey,Doctoral degree,Data Scientist,Accounting/Finance,"1000-9,999 employees"
20226,Man,25-29,India,Bachelor’s degree,Currently not employed,,
20227,Woman,25-29,Turkey,Master’s degree,Other,Medical/Pharmaceutical,"1000-9,999 employees"
20228,Man,22-24,Poland,Master’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees"
20229,Man,60-69,United States of America,Bachelor’s degree,Currently not employed,,
20230,Man,70+,United States of America,I prefer not to answer,Software Engineer,Other,"1000-9,999 employees"
20231,Man,22-24,China,Bachelor’s degree,Student,,
20232,Man,55-59,Other,Bachelor’s degree,Currently not employed,,
20233,Man,25-29,India,Bachelor’s degree,Currently not employed,,
20234,Woman,18-21,Sri Lanka,Bachelor’s degree,Student,,
20235,Woman,22-24,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,50-249 employees
20236,Man,40-44,United States of America,Master’s degree,Statistician,Marketing/CRM,0-49 employees
20237,Man,30-34,India,Master’s degree,Data Analyst,Other,0-49 employees
20238,Man,30-34,South Africa,Bachelor’s degree,Data Engineer,Online Service/Internet-based Services,250-999 employees
20239,Woman,40-44,United States of America,I prefer not to answer,Currently not employed,,
20240,Man,30-34,Canada,Doctoral degree,Research Scientist,Computers/Technology,50-249 employees
20241,Man,25-29,Nigeria,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,0-49 employees
20242,Woman,22-24,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,,
20243,Man,25-29,Bangladesh,Master’s degree,Data Scientist,Computers/Technology,0-49 employees
20244,Man,22-24,Other,Bachelor’s degree,Currently not employed,,
20245,Man,40-44,Malaysia,Bachelor’s degree,Currently not employed,,
20246,Woman,30-34,China,Doctoral degree,Machine Learning Engineer,Other,"10,000 or more employees"
20247,Man,35-39,Japan,Bachelor’s degree,Software Engineer,Computers/Technology,250-999 employees
20248,Man,30-34,India,I prefer not to answer,Business Analyst,Retail/Sales,50-249 employees
20249,Man,25-29,India,Master’s degree,Student,,
20250,Man,30-34,Japan,Master’s degree,DBA/Database Engineer,Manufacturing/Fabrication,"1000-9,999 employees"
20251,Man,25-29,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees"
20252,Man,50-54,Italy,I prefer not to answer,Other,,
20253,Woman,35-39,India,I prefer not to answer,Other,Other,250-999 employees
20254,Man,30-34,Russia,Master’s degree,Data Scientist,Computers/Technology,50-249 employees
20255,Man,25-29,South Korea,Some college/university study without earning a bachelor’s degree,Student,,
20256,Man,22-24,India,Master’s degree,Student,,
20257,Woman,30-34,Viet Nam,Some college/university study without earning a bachelor’s degree,Currently not employed,,
20258,Prefer not to say,18-21,Czech Republic,Bachelor’s degree,Student,,
20259,Woman,30-34,United Arab Emirates,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees
20260,Man,50-54,Canada,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,0-49 employees
20261,Man,30-34,Indonesia,Doctoral degree,Student,,
20262,Woman,25-29,Uganda,Master’s degree,Student,,
20263,Man,25-29,Other,Master’s degree,Software Engineer,Computers/Technology,0-49 employees
20264,Man,18-21,India,Bachelor’s degree,Student,,
20265,Man,25-29,Brazil,Master’s degree,Other,Accounting/Finance,"10,000 or more employees"
20266,Man,55-59,Singapore,Bachelor’s degree,Program/Project Manager,Other,0-49 employees
20267,Man,22-24,Pakistan,Bachelor’s degree,Data Engineer,Online Business/Internet-based Sales,
20268,Man,30-34,United States of America,Master’s degree,Data Scientist,,
20269,Man,25-29,Russia,Doctoral degree,Software Engineer,Academics/Education,0-49 employees
20270,Man,50-54,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,Academics/Education,50-249 employees
20271,Man,18-21,India,Master’s degree,Student,,
20272,Man,18-21,United States of America,Bachelor’s degree,Student,,
20273,Man,30-34,Italy,Doctoral degree,Other,Academics/Education,50-249 employees
20274,Man,18-21,India,Bachelor’s degree,Currently not employed,,
20275,Woman,22-24,Belgium,Master’s degree,Student,,
20276,Man,25-29,Taiwan,I prefer not to answer,Other,Manufacturing/Fabrication,50-249 employees
20277,Man,45-49,Singapore,Bachelor’s degree,Data Analyst,Other,"1000-9,999 employees"
20278,Man,30-34,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,"10,000 or more employees"
20279,Man,18-21,India,Bachelor’s degree,Student,,
20280,Man,25-29,Spain,Master’s degree,Student,,
20281,Man,45-49,Other,Master’s degree,Currently not employed,,
20282,Man,22-24,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,"1000-9,999 employees"
20283,Man,45-49,Other,Doctoral degree,Machine Learning Engineer,Academics/Education,50-249 employees
20284,Man,30-34,Germany,Doctoral degree,Data Scientist,Medical/Pharmaceutical,"10,000 or more employees"
20285,Man,35-39,United Arab Emirates,Doctoral degree,Data Scientist,,
20286,Man,18-21,Egypt,Bachelor’s degree,Student,,
20287,Man,40-44,Iraq,Master’s degree,Research Scientist,Computers/Technology,"1000-9,999 employees"
20288,Man,25-29,Switzerland,Master’s degree,Data Analyst,Energy/Mining,"1000-9,999 employees"
20289,Man,55-59,United States of America,Doctoral degree,Data Scientist,Computers/Technology,0-49 employees
20290,Man,25-29,Other,Doctoral degree,Business Analyst,,
20291,Man,22-24,India,Master’s degree,Data Scientist,,
20292,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
20293,Man,60-69,Canada,Bachelor’s degree,Program/Project Manager,Accounting/Finance,0-49 employees
20294,Man,25-29,India,Master’s degree,Currently not employed,,
20295,Man,22-24,Nigeria,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
20296,Man,25-29,India,Bachelor’s degree,Other,Computers/Technology,"1000-9,999 employees"
20297,Prefer not to say,22-24,Saudi Arabia,Bachelor’s degree,Currently not employed,,
20298,Man,25-29,Brazil,Doctoral degree,Data Scientist,Computers/Technology,50-249 employees
20299,Man,18-21,Russia,Bachelor’s degree,Student,,
20300,Man,35-39,United States of America,Master’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees"
20301,Man,40-44,Canada,Bachelor’s degree,Machine Learning Engineer,Insurance/Risk Assessment,"1000-9,999 employees"
20302,Prefer not to say,40-44,I do not wish to disclose my location,Doctoral degree,Currently not employed,,
20303,Man,18-21,Nigeria,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees
20304,Man,25-29,Pakistan,Master’s degree,Other,Academics/Education,"1000-9,999 employees"
20305,Man,40-44,South Korea,I prefer not to answer,Business Analyst,Manufacturing/Fabrication,"10,000 or more employees"
20306,Man,55-59,Chile,Bachelor’s degree,Other,Academics/Education,250-999 employees
20307,Man,18-21,India,Bachelor’s degree,Data Engineer,Academics/Education,0-49 employees
20308,Man,25-29,Nigeria,Bachelor’s degree,Data Engineer,,
20309,Man,25-29,United States of America,Master’s degree,Software Engineer,Online Business/Internet-based Sales,"1000-9,999 employees"
20310,Man,30-34,Poland,Doctoral degree,Data Scientist,Academics/Education,250-999 employees
20311,Man,55-59,Russia,Master’s degree,Other,Academics/Education,0-49 employees
20312,Man,22-24,India,Some college/university study without earning a bachelor’s degree,Student,,
20313,Man,40-44,Russia,Master’s degree,Data Scientist,Broadcasting/Communications,"10,000 or more employees"
20314,Man,22-24,India,Master’s degree,Currently not employed,,
20315,Prefer not to say,18-21,India,Bachelor’s degree,Student,,
20316,Man,25-29,India,Master’s degree,Student,,
20317,Man,22-24,South Korea,Bachelor’s degree,Student,,
20318,Man,30-34,Australia,Master’s degree,Data Analyst,Government/Public Service,250-999 employees
20319,Man,40-44,Germany,I prefer not to answer,Data Scientist,Accounting/Finance,"1000-9,999 employees"
20320,Man,22-24,India,Master’s degree,Currently not employed,,
20321,Man,30-34,India,I prefer not to answer,Software Engineer,Computers/Technology,"10,000 or more employees"
20322,Man,22-24,Malaysia,Bachelor’s degree,Student,,
20323,Man,45-49,Other,Bachelor’s degree,Other,Manufacturing/Fabrication,0-49 employees
20324,Man,35-39,Russia,I prefer not to answer,Machine Learning Engineer,Other,0-49 employees
20325,Man,22-24,Egypt,Bachelor’s degree,Data Engineer,Computers/Technology,0-49 employees
20326,Man,18-21,China,Bachelor’s degree,Student,,
20327,Man,45-49,United States of America,Bachelor’s degree,Student,,
20328,Man,25-29,United States of America,Bachelor’s degree,Data Engineer,Other,"1000-9,999 employees"
20329,Man,25-29,India,Master’s degree,Currently not employed,,
20330,Man,30-34,Czech Republic,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
20331,Man,40-44,Germany,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees
20332,Man,18-21,China,Some college/university study without earning a bachelor’s degree,Student,,
20333,Man,35-39,Nigeria,Master’s degree,Other,Computers/Technology,"1000-9,999 employees"
20334,Man,40-44,Greece,Master’s degree,Data Analyst,Government/Public Service,0-49 employees
20335,Man,30-34,Nigeria,Master’s degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees"
20336,Man,30-34,Japan,No formal education past high school,Software Engineer,Manufacturing/Fabrication,"1000-9,999 employees"
20337,Man,35-39,Uganda,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
20338,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
20339,Woman,25-29,United States of America,Master’s degree,Data Analyst,Marketing/CRM,"10,000 or more employees"
20340,Woman,22-24,India,Master’s degree,Student,,
20341,Man,30-34,Nigeria,Master’s degree,Product Manager,Other,0-49 employees
20342,Man,25-29,Denmark,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
20343,Man,22-24,India,Bachelor’s degree,Student,,
20344,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
20345,Woman,35-39,United States of America,Bachelor’s degree,Other,Other,0-49 employees
20346,Woman,18-21,India,Bachelor’s degree,Software Engineer,Non-profit/Service,0-49 employees
20347,Man,40-44,Morocco,Master’s degree,Student,,
20348,Man,40-44,India,Master’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
20349,Man,30-34,India,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
20350,Man,45-49,United States of America,Bachelor’s degree,Data Engineer,Medical/Pharmaceutical,0-49 employees
20351,Woman,18-21,Saudi Arabia,Master’s degree,Student,,
20352,Man,35-39,United States of America,Master’s degree,Data Engineer,Academics/Education,0-49 employees
20353,Man,18-21,Egypt,Some college/university study without earning a bachelor’s degree,Data Scientist,,
20354,Man,35-39,Indonesia,Some college/university study without earning a bachelor’s degree,Data Engineer,Government/Public Service,"1000-9,999 employees"
20355,Woman,45-49,Mexico,Doctoral degree,Other,Academics/Education,"1000-9,999 employees"
20356,Man,30-34,United States of America,Doctoral degree,Research Scientist,Academics/Education,50-249 employees
20357,Man,25-29,South Korea,Bachelor’s degree,Statistician,Insurance/Risk Assessment,0-49 employees
20358,Man,18-21,India,Master’s degree,Software Engineer,Computers/Technology,0-49 employees
20359,Man,40-44,France,Master’s degree,Software Engineer,Accounting/Finance,250-999 employees
20360,Man,18-21,India,Bachelor’s degree,Currently not employed,,
20361,Man,22-24,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
20362,Man,30-34,India,Master’s degree,Student,,
20363,Man,30-34,Brazil,Master’s degree,Product Manager,Online Service/Internet-based Services,"1000-9,999 employees"
20364,Man,30-34,Japan,Doctoral degree,Research Scientist,Manufacturing/Fabrication,"1000-9,999 employees"
20365,Man,30-34,China,Master’s degree,Other,Medical/Pharmaceutical,"1000-9,999 employees"
20366,Man,45-49,Turkey,Doctoral degree,Other,Manufacturing/Fabrication,0-49 employees
20367,Woman,40-44,Canada,I prefer not to answer,Student,,
20368,Man,25-29,Indonesia,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
20369,Man,60-69,United States of America,Master’s degree,Program/Project Manager,Accounting/Finance,"10,000 or more employees"
20370,Man,18-21,Indonesia,Master’s degree,Student,,
20371,Woman,40-44,South Korea,I prefer not to answer,Software Engineer,Government/Public Service,0-49 employees
20372,Man,30-34,China,Bachelor’s degree,Product Manager,Computers/Technology,0-49 employees
20373,Man,40-44,India,I prefer not to answer,Machine Learning Engineer,,
20374,Man,18-21,China,Bachelor’s degree,Student,,
20375,Man,25-29,Pakistan,Professional doctorate,Data Scientist,Accounting/Finance,0-49 employees
20376,Prefer not to say,30-34,China,I prefer not to answer,Student,,
