,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia,continente,rama
24862,Man,25-29,Pakistan,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data
24863,Man,30-34,Brazil,Bachelor’s degree,Product Manager,Energy/Mining,50-249 employees,América del Sur,other
24867,Man,40-44,Germany,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees,Europa,developer
24872,Man,22-24,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,0-49 employees,África,data
24873,Man,35-39,France,Master’s degree,Software Engineer,Energy/Mining,"10,000 or more employees",Europa,developer
24874,Man,22-24,India,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data
24877,Man,22-24,India,Master’s degree,Software Engineer,Government/Public Service,"10,000 or more employees",Asia,developer
24878,Man,25-29,Ireland,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Europa,data
24879,Man,40-44,Peru,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees",América del Sur,other
24880,Man,35-39,Indonesia,Bachelor’s degree,Software Engineer,Other,0-49 employees,Asia,developer
24881,Man,22-24,India,Bachelor’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees",Asia,data
24883,Man,45-49,Colombia,Bachelor’s degree,Data Scientist,Computers/Technology,250-999 employees,América del Sur,data
24885,Man,50-54,Ecuador,Master’s degree,Machine Learning Engineer,Energy/Mining,50-249 employees,América del Sur,data
24886,Woman,35-39,United States of America,Master’s degree,Data Scientist,Military/Security/Defense,50-249 employees,América del Norte,data
24889,Man,50-54,Russia,Master’s degree,Machine Learning Engineer,Manufacturing/Fabrication,250-999 employees,Europa,data
24890,Woman,30-34,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Statistician,Government/Public Service,"1000-9,999 employees",Europa,other
24897,Woman,30-34,India,Master’s degree,Program/Project Manager,Energy/Mining,50-249 employees,Asia,other
24899,Man,40-44,Netherlands,Master’s degree,Program/Project Manager,Academics/Education,0-49 employees,Europa,other
24900,Man,35-39,Pakistan,Bachelor’s degree,Program/Project Manager,Energy/Mining,0-49 employees,Asia,other
24902,Man,25-29,Japan,Master’s degree,Program/Project Manager,Government/Public Service,"10,000 or more employees",Asia,other
24903,Woman,60-69,Italy,Doctoral degree,Research Scientist,Government/Public Service,250-999 employees,Europa,data
24904,Woman,30-34,Mexico,Bachelor’s degree,Data Analyst,Shipping/Transportation,"10,000 or more employees",América del Sur,data
24908,Woman,18-21,Pakistan,Bachelor’s degree,Data Scientist,Non-profit/Service,0-49 employees,Asia,data
24914,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data
24916,Man,22-24,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,Academics/Education,0-49 employees,África,data
24917,Man,40-44,Spain,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Europa,data
24921,Woman,22-24,Denmark,Bachelor’s degree,Software Engineer,Academics/Education,250-999 employees,Europa,developer
24922,Woman,40-44,Netherlands,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees",Europa,data
24926,Man,25-29,Colombia,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees,América del Sur,developer
24927,Man,22-24,Colombia,Bachelor’s degree,Data Scientist,Shipping/Transportation,"1000-9,999 employees",América del Sur,data
24929,Man,40-44,Nigeria,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,África,data
24930,Man,30-34,Brazil,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",América del Sur,developer
24931,Man,50-54,Portugal,Bachelor’s degree,Program/Project Manager,Broadcasting/Communications,"1000-9,999 employees",Europa,other
24933,Man,50-54,United States of America,Doctoral degree,Research Scientist,Medical/Pharmaceutical,50-249 employees,América del Norte,data
24937,Woman,30-34,South Korea,Bachelor’s degree,Research Scientist,Manufacturing/Fabrication,"10,000 or more employees",Asia,data
24939,Man,18-21,Kenya,Bachelor’s degree,Software Engineer,,,África,developer
24940,Woman,22-24,Pakistan,Doctoral degree,Data Engineer,Online Service/Internet-based Services,0-49 employees,Asia,data
24942,Woman,25-29,India,Master’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data
24945,Man,35-39,India,Master’s degree,Program/Project Manager,,,Asia,other
24947,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data
24949,Man,45-49,Singapore,Master’s degree,Program/Project Manager,Computers/Technology,0-49 employees,Asia,other
24950,Man,30-34,Israel,Master’s degree,Research Scientist,Academics/Education,250-999 employees,Asia,data
24951,Woman,25-29,Russia,Master’s degree,Data Analyst,Computers/Technology,250-999 employees,Europa,data
24954,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data
24955,Man,60-69,Pakistan,Bachelor’s degree,Data Engineer,Manufacturing/Fabrication,250-999 employees,Asia,data
24957,Man,40-44,India,Bachelor’s degree,Data Scientist,Energy/Mining,50-249 employees,Asia,data
24959,Man,18-21,Viet Nam,Bachelor’s degree,Research Scientist,Computers/Technology,0-49 employees,Asia,data
24960,Man,25-29,Turkey,Master’s degree,Data Scientist,Insurance/Risk Assessment,"10,000 or more employees",Asia,data
24961,Man,22-24,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data
24962,Man,35-39,Saudi Arabia,Doctoral degree,Data Scientist,Academics/Education,50-249 employees,Asia,data
24963,Man,50-54,Norway,Master’s degree,Data Analyst,Other,"1000-9,999 employees",Europa,data
24964,Man,30-34,India,Doctoral degree,Research Scientist,Academics/Education,0-49 employees,Asia,data
24967,Man,22-24,India,Bachelor’s degree,Data Scientist,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data
24969,Man,35-39,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data
24972,Man,25-29,India,Bachelor’s degree,Business Analyst,Marketing/CRM,0-49 employees,Asia,data
24974,Woman,35-39,United States of America,Doctoral degree,Data Scientist,Energy/Mining,"10,000 or more employees",América del Norte,data
24975,Man,45-49,Viet Nam,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data
24976,Man,30-34,India,Master’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data
24978,Woman,35-39,Brazil,Doctoral degree,Research Scientist,Academics/Education,250-999 employees,América del Sur,data
24979,Man,30-34,Russia,Master’s degree,Business Analyst,Insurance/Risk Assessment,"1000-9,999 employees",Europa,data
24980,Man,18-21,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer
24981,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer
24985,Man,25-29,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,0-49 employees,África,data
24986,Man,35-39,Turkey,Master’s degree,Data Engineer,Computers/Technology,"1000-9,999 employees",Asia,data
24987,Man,25-29,Nigeria,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees,África,data
24988,Woman,25-29,India,Master’s degree,Software Engineer,Hospitality/Entertainment/Sports,"10,000 or more employees",Asia,developer
24989,Man,25-29,Kenya,Bachelor’s degree,Software Engineer,Accounting/Finance,0-49 employees,África,developer
24990,Man,30-34,Uganda,Doctoral degree,Data Scientist,Manufacturing/Fabrication,0-49 employees,África,data
24992,Woman,18-21,Pakistan,Bachelor’s degree,Software Engineer,Other,0-49 employees,Asia,developer
24995,Man,55-59,Netherlands,Master’s degree,Program/Project Manager,Manufacturing/Fabrication,"1000-9,999 employees",Europa,other
24997,Man,35-39,United States of America,Master’s degree,Research Scientist,Shipping/Transportation,250-999 employees,América del Norte,data
24998,Woman,22-24,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees",Asia,developer
24999,Man,40-44,Germany,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Europa,data
25000,Man,35-39,Ukraine,Doctoral degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Europa,developer
25002,Man,40-44,India,Master’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer
25006,Man,25-29,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,"1000-9,999 employees",Asia,data
25008,Man,40-44,Czech Republic,Master’s degree,Data Analyst,Retail/Sales,50-249 employees,Europa,data
25009,Man,25-29,India,Master’s degree,Data Scientist,Other,50-249 employees,Asia,data
25011,Man,22-24,India,Bachelor’s degree,Software Engineer,Academics/Education,50-249 employees,Asia,developer
25013,Man,25-29,France,Some college/university study without earning a bachelor’s degree,Data Scientist,Other,0-49 employees,Europa,data
25014,Woman,25-29,Japan,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer
25015,Man,25-29,Kazakhstan,Master’s degree,Machine Learning Engineer,Online Service/Internet-based Services,"10,000 or more employees",Asia,data
25016,Woman,25-29,Nigeria,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees,África,data
25017,Man,60-69,Israel,Master’s degree,Data Scientist,Other,50-249 employees,Asia,data
25018,Man,25-29,India,I prefer not to answer,Software Engineer,,,Asia,developer
25021,Man,35-39,Japan,Master’s degree,Business Analyst,Government/Public Service,50-249 employees,Asia,data
25023,Man,22-24,India,Master’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees",Asia,data
25024,Man,40-44,Austria,Master’s degree,Statistician,Energy/Mining,250-999 employees,Europa,other
25025,Man,25-29,France,Bachelor’s degree,Data Analyst,Computers/Technology,0-49 employees,Europa,data
25026,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Medical/Pharmaceutical,"10,000 or more employees",Asia,data
25031,Man,25-29,Brazil,Master’s degree,Data Scientist,Insurance/Risk Assessment,0-49 employees,América del Sur,data
25032,Woman,50-54,United States of America,Doctoral degree,Machine Learning Engineer,Computers/Technology,250-999 employees,América del Norte,data
25033,Man,22-24,Japan,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data
25037,Man,40-44,Pakistan,Bachelor’s degree,DBA/Database Engineer,Academics/Education,50-249 employees,Asia,data
25038,Man,45-49,Nigeria,Master’s degree,Business Analyst,Computers/Technology,250-999 employees,África,data
25039,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data
25040,Woman,30-34,Tunisia,Doctoral degree,Research Scientist,,,África,data
25043,Man,45-49,Netherlands,Doctoral degree,Research Scientist,Insurance/Risk Assessment,0-49 employees,Europa,data
25044,Man,55-59,Peru,Master’s degree,Program/Project Manager,Academics/Education,0-49 employees,América del Sur,other
25046,Woman,60-69,United States of America,Bachelor’s degree,Data Engineer,Academics/Education,"1000-9,999 employees",América del Norte,data
25057,Woman,25-29,India,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer
25058,Man,25-29,Taiwan,Master’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data
25062,Man,18-21,Pakistan,Master’s degree,Data Analyst,Computers/Technology,0-49 employees,Asia,data
25064,Woman,18-21,India,Bachelor’s degree,Software Engineer,Online Service/Internet-based Services,250-999 employees,Asia,developer
25065,Man,25-29,Brazil,Master’s degree,Data Scientist,Academics/Education,250-999 employees,América del Sur,data
25068,Man,18-21,Russia,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Europa,developer
25069,Man,25-29,India,Bachelor’s degree,Business Analyst,Retail/Sales,"10,000 or more employees",Asia,data
25073,Man,25-29,India,Master’s degree,Business Analyst,Energy/Mining,"10,000 or more employees",Asia,data
25074,Woman,30-34,India,Master’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data
25079,Man,55-59,United States of America,Doctoral degree,Statistician,Academics/Education,"10,000 or more employees",América del Norte,other
25081,Woman,22-24,United States of America,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",América del Norte,developer
25083,Woman,35-39,France,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,0-49 employees,Europa,data
25084,Man,30-34,Singapore,Master’s degree,Research Scientist,Military/Security/Defense,"1000-9,999 employees",Asia,data
25085,Woman,18-21,India,Bachelor’s degree,Software Engineer,Academics/Education,"1000-9,999 employees",Asia,developer
25087,Man,30-34,United States of America,Master’s degree,Software Engineer,Marketing/CRM,250-999 employees,América del Norte,developer
25088,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data
25089,Man,30-34,China,Master’s degree,Machine Learning Engineer,Broadcasting/Communications,"10,000 or more employees",Asia,data
25090,Woman,25-29,United States of America,Bachelor’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees",América del Norte,data
25091,Man,45-49,Japan,Master’s degree,Software Engineer,Computers/Technology,250-999 employees,Asia,developer
25093,Man,40-44,India,Bachelor’s degree,Data Scientist,Retail/Sales,50-249 employees,Asia,data
25094,Man,50-54,Greece,Master’s degree,Program/Project Manager,Government/Public Service,0-49 employees,Europa,other
25095,Man,40-44,France,Master’s degree,Data Scientist,Online Business/Internet-based Sales,0-49 employees,Europa,data
25096,Man,22-24,India,Bachelor’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data
25097,Man,18-21,India,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees,Asia,developer
